"ONTOLOGY" "ID" "Description" "GeneRatio" "BgRatio" "pvalue" "p.adjust" "qvalue" "geneID" "Count"
"GO:2000278" "BP" "GO:2000278" "regulation of DNA biosynthetic process" "44/2723" "107/18862" 1.43779996806817e-11 2.73449077518353e-10 1.63155270940635e-10 "CCT8/RFC3/MAPK1/PCNA/HSP90AA1/CCT6A/HSP90AB1/HGF/DKC1/NAF1/SRC/CCT5/FGF2/CCT2/CCT4/TCP1/DDX39B/RFC5/GNL3L/MAPK3/XRCC5/HNRNPA2B1/TP53/HNRNPC/AURKB/ATR/TERF1/ADIPOQ/TERF2/ACVRL1/PTGES3/HNRNPA1/POLG2/NEK2/XRN1/NAT10/HNRNPU/ATM/CCT3/RFC4/PPARG/NVL/CCT7/EXOSC10" 44
"GO:1902036" "BP" "GO:1902036" "regulation of hematopoietic stem cell differentiation" "35/2723" "74/18862" 1.47463353593722e-11 2.79588697878468e-10 1.66818517613171e-10 "PSMC6/PSMA7/PSMD10/PSMB7/YAP1/PSMA4/PSMA3/ABL1/PRKDC/METTL3/TCF12/PSMA1/PSMB2/PSMA2/PSMC2/PSMC5/PSMD14/PSMA5/PSMA6/PSMC3/GATA2/PSMD2/HSPA9/MYB/PSMB6/KMT2A/SETD1A/PSMD1/PSMD7/PSMD4/PSME3/PSMD8/PSMB3/YTHDF2/PSMB4" 35
"GO:0009991" "BP" "GO:0009991" "response to extracellular stimulus" "124/2723" "477/18862" 1.51292538481245e-11 2.85691005744689e-10 1.70459501529855e-10 "CYTB/ADA/OTC/AHCY/FOS/MAP1LC3A/CBS/OGT/G6PD/MAPK1/SOD1/DNMT3B/CBSL/CAT/WIPI2/EIF2AK4/GABARAPL1/SNW1/ALB/HMOX1/PIK3C3/PICK1/SLC38A2/VPS41/PCK2/PON1/BECN1/ACSL4/HSPA8/LEP/LYN/FOXO3/SRC/EIF2S1/ATF4/PRKAG2/TRIM24/TXN2/MAP1LC3B/WDR59/FKBP1B/SNAI2/SRF/NNT/HSPA5/HMGCS1/COX4I1/AKT1/RPS19/MTOR/MYOD1/ACSL1/CPT1A/HAT1/EHMT2/MARS1/MAPK3/ASS1/RALB/TGFBR2/ALDH3A1/PCSK9/CD68/OMA1/GABARAPL2/BCHE/CD4/LDLR/LARS1/TP53/SIRT1/PTEN/EGFR/SORD/ADIPOQ/UGT1A1/KLF10/GSTP1/DCTPP1/APOA1/EIF4G1/TBL2/HNRNPA1/NOD2/TLE5/MYBBP1A/ADRB2/PKM/LRRK2/BBS2/DHODH/STC2/WNT11/OPA1/DNM1L/LDHA/APOE/TRIM25/WDR45B/PRKCG/PKLR/PRKAG1/COL1A1/CCND1/BRIP1/LARP1/EEF2/PPARG/ACACB/ACSL3/SLC2A1/KAT2A/GDF15/EIF2A/ACVR1C/JUN/EIF2AK3/ATG7/DNMT3A/CAD/ACTA1/IFI16/SETDB1/MTHFR" 124
"GO:1902750" "BP" "GO:1902750" "negative regulation of cell cycle G2/M phase transition" "45/2723" "111/18862" 1.51612026489937e-11 2.85691005744689e-10 1.70459501529855e-10 "PSMC6/PSMA7/PSMD10/RBX1/ZFYVE19/PSMB7/AURKA/CDC6/PSMA4/PSMA3/BRCA1/BRCC3/NAE1/MRE11/PSMA1/PSMB2/PSMA2/CLSPN/PSMC2/PSMC5/PSMD14/NOP53/PLK1/AURKB/PSMA5/PSMA6/SKP1/CDK1/VPS4A/PSMC3/PSMD2/HMGA2/PSMB6/DTL/PSMD1/MACROH2A1/ATM/FZR1/PSMD7/PSMD4/PSME3/PSMD8/TOPBP1/PSMB3/PSMB4" 45
"GO:0009135" "BP" "GO:0009135" "purine nucleoside diphosphate metabolic process" "51/2723" "135/18862" 1.61409197556586e-11 3.02297774570155e-10 1.80368044252899e-10 "APP/RAE1/PSEN1/EP300/OGT/NUP58/NUP88/PGK2/EIF6/NUP155/PGK1/INSR/PRKAG2/INS/NUP37/HK2/ENO1/GPI/NUP210/GAPDHS/HIF1A/PFKP/HK1/IGF1/ACTN3/PGM2L1/ENO2/TPI1/NUP54/NUP214/NUP98/TIGAR/NUP62/GCK/SEC13/MAGI3/GAPDH/NUDT16/OGDH/TPR/NUP85/PKM/DLG1/LDHA/GALK1/PKLR/PRKAG1/ARNT/GUK1/HDAC4/RANBP2" 51
"GO:0009179" "BP" "GO:0009179" "purine ribonucleoside diphosphate metabolic process" "51/2723" "135/18862" 1.61409197556586e-11 3.02297774570155e-10 1.80368044252899e-10 "APP/RAE1/PSEN1/EP300/OGT/NUP58/NUP88/PGK2/EIF6/NUP155/PGK1/INSR/PRKAG2/INS/NUP37/HK2/ENO1/GPI/NUP210/GAPDHS/HIF1A/PFKP/HK1/IGF1/ACTN3/PGM2L1/ENO2/TPI1/NUP54/NUP214/NUP98/TIGAR/NUP62/GCK/SEC13/MAGI3/GAPDH/NUDT16/OGDH/TPR/NUP85/PKM/DLG1/LDHA/GALK1/PKLR/PRKAG1/ARNT/GUK1/HDAC4/RANBP2" 51
"GO:0031507" "BP" "GO:0031507" "heterochromatin assembly" "34/2723" "71/18862" 1.86166897231526e-11 3.45505513502497e-10 2.06148238562625e-10 "MPHOSPH8/PHF2/HMGA1/SMARCA5/HELLS/PHF8/CDKN2A/SUV39H1/H4C1/H3C3/H4C4/H4C13/H3C4/H4C6/SIRT1/H4C3/H4C8/H3C6/H4C11/H4C12/TPR/HMGA2/DNMT1/H4C2/H4C5/H4C9/EZH1/H4-16/TRIM28/HDAC1/DNMT3A/H4C15/H4C14/SETDB1" 34
"GO:0033045" "BP" "GO:0033045" "regulation of sister chromatid segregation" "34/2723" "71/18862" 1.86166897231526e-11 3.45505513502497e-10 2.06148238562625e-10 "CDC16/UBE2C/MAD2L1/NDC80/CDC6/BUB3/BECN1/CDC27/TTK/FBXO5/ANAPC5/CDT1/RIOK2/CCNB1/BUB1B/ANAPC4/PTTG1/ANAPC1/PLK1/AURKB/CDK5RAP2/KNTC1/ESPL1/CENPE/TPR/CDC23/HNRNPU/TRIP13/ATM/BUB1/CHFR/CDC20/CUL3/CENPF" 34
"GO:1905818" "BP" "GO:1905818" "regulation of chromosome separation" "34/2723" "71/18862" 1.86166897231526e-11 3.45505513502497e-10 2.06148238562625e-10 "CDC16/UBE2C/MAD2L1/CSNK2A1/NDC80/CDC6/BUB3/CDC27/TTK/FBXO5/ANAPC5/CDT1/RIOK2/CCNB1/BUB1B/ANAPC4/PTTG1/ANAPC1/PLK1/AURKB/CDK5RAP2/KNTC1/CSNK2A2/ESPL1/CENPE/TPR/CDC23/TRIP13/ATM/BUB1/CHFR/CDC20/CUL3/CENPF" 34
"GO:0046390" "BP" "GO:0046390" "ribose phosphate biosynthetic process" "65/2723" "195/18862" 1.97321996296758e-11 3.65105127485237e-10 2.17842482912274e-10 "ATP6/GART/ATP5F1A/ATP5PO/PDHA1/ATP5ME/ATP5F1C/ATP5F1E/ATP5PF/G6PD/SCD5/PRPS2/SCD/PDHA2/ACACA/ADCY2/SLC25A1/ADSL/ACSL4/PRKAG2/ATP5MGL/HPRT1/ACSBG1/STOML2/SLC25A13/ENO1/VCP/ACSL1/ATP6V1A/IL4/ACSL5/GMPS/ATP6V0C/NME2/ATIC/ATP5F1B/NME1/TECR/UCK2/DLD/TGFB1/PKM/ADCY5/DHODH/IMPDH2/ADCY6/ACSBG2/PKLR/PDHB/ATP5F1D/ATP5MG/ATP5PD/NPPB/FASN/ACACB/ACSL3/UMPS/ACLY/DGUOK/PPT1/DCAKD/TKT/PARP1/CAD/ATP5PB" 65
"GO:0031060" "BP" "GO:0031060" "regulation of histone methylation" "31/2723" "61/18862" 2.03169293923084e-11 3.74795487258109e-10 2.23624302652182e-10 "OGT/SMARCB1/DNMT3B/ATRX/SNW1/RNF20/BRCA1/WDR61/CTNNB1/WDR5/NSD3/CTR9/H1-5/SETD7/AASS/SIRT1/PIH1D1/KDM3A/SUPT6H/DNMT1/MYB/KMT2E/BRD4/KMT2A/MACROH2A1/NSD1/RIF1/GFI1/CHTOP/KDM1A/MTHFR" 31
"GO:1904874" "BP" "GO:1904874" "positive regulation of telomerase RNA localization to Cajal body" "14/2723" "15/18862" 2.1554210776386e-11 3.96429691015986e-10 2.36532498970615e-10 "CCT8/CCT6A/DKC1/NAF1/CCT5/CCT2/CCT4/TCP1/NOP10/RUVBL1/NHP2/RUVBL2/CCT3/CCT7" 14
"GO:2000736" "BP" "GO:2000736" "regulation of stem cell differentiation" "45/2723" "112/18862" 2.18262851210364e-11 4.00235431338885e-10 2.38803220083107e-10 "PSMC6/PSMA7/PSMD10/PSMB7/YAP1/PSMA4/PSMA3/HOXB4/ABL1/PRKDC/ZFP36L2/METTL3/TCF12/PSMA1/PSMB2/PSMA2/PSMC2/PSMC5/SOX9/PSMD14/CDK12/DHX36/PSMA5/PSMA6/NSUN2/PSMC3/GATA2/KDM3A/PSMD2/HSPA9/MYB/PSMB6/KMT2A/NUDT21/SETD1A/PSMD1/HNRNPU/PSMD7/PSMD4/PWP1/PSME3/PSMD8/PSMB3/YTHDF2/PSMB4" 45
"GO:0050434" "BP" "GO:0050434" "positive regulation of viral transcription" "19/2723" "26/18862" 2.39548441093357e-11 4.37960140963241e-10 2.61311927282916e-10 "GTF2F2/NELFCD/POLR2F/CDK9/CCNT1/CTDP1/POLR2E/POLR2L/POLR2B/POLR2C/POLR2G/SUPT4H1/SUPT5H/POLR2J/DHX9/GTF2F1/POLR2I/POLR2D/POLR2H" 19
"GO:0034728" "BP" "GO:0034728" "nucleosome organization" "62/2723" "183/18862" 2.63134143940813e-11 4.7917338253425e-10 2.85902091038025e-10 "MIS18BP1/SMARCB1/RBBP7/ANP32B/HMGA1/ATRX/SUPT16H/ARID2/SMARCA5/IPO4/H1-0/SMARCE1/CENPK/CENPA/HMGB2/NAP1L4/SMARCC1/H4C1/H3C3/H4C4/HAT1/MACROH2A2/RUVBL1/H1-5/H4C13/SOX9/SET/OIP5/H3C4/H4C6/ASF1A/H4C3/KAT6A/H4C8/GRWD1/CHAF1A/H3C6/H4C11/H4C12/SUPT6H/ANP32E/NPM1/KNL1/H4C2/H4C5/H4C9/SMARCC2/SMYD3/SRCAP/MACROH2A1/SMARCA4/RBBP4/H4-16/BPTF/MCM2/SETD2/NASP/CENPL/H4C15/H2BC21/H4C14/H2BU1" 62
"GO:0009144" "BP" "GO:0009144" "purine nucleoside triphosphate metabolic process" "38/2723" "86/18862" 2.63650664653389e-11 4.7917338253425e-10 2.85902091038025e-10 "ATP6/ATP5F1A/ADA/ATP5PO/ATP5ME/ATP5F1C/ATP5F1E/ATP5PF/ITPA/SAMHD1/PRKAG2/ATP5MGL/STOML2/SLC25A13/ENO1/VCP/ATP6V1A/IL4/ATP6V0C/NME2/ATP5F1B/NME1/NUDT16/MFN1/TGFB1/PKM/LRRK2/IMPDH2/OPA1/PKLR/ATP5F1D/ATP5MG/ATP5PD/RAN/DGUOK/PARP1/GNAI3/ATP5PB" 38
"GO:0032204" "BP" "GO:0032204" "regulation of telomere maintenance" "36/2723" "79/18862" 2.93225613484492e-11 5.2978968930448e-10 3.16102658251703e-10 "CCT8/MAPK1/ATRX/CCT6A/PML/DKC1/NAF1/SRC/CCT5/CCT2/CCT4/TCP1/MRE11/GNL3L/GNL3/MAPK3/XRCC5/HNRNPA2B1/DHX36/HNRNPC/AURKB/ATR/TERF1/TERF2/HNRNPA1/UPF1/USP7/NEK2/XRN1/NAT10/HNRNPU/ATM/CCT3/PARP1/CCT7/EXOSC10" 36
"GO:0051303" "BP" "GO:0051303" "establishment of chromosome localization" "36/2723" "79/18862" 2.93225613484492e-11 5.2978968930448e-10 3.16102658251703e-10 "VPS4B/CHMP4B/INCENP/CDCA5/NDC80/CHMP5/CHMP4A/BECN1/KIF18A/CDT1/DYNC1H1/CCNB1/RAB11A/EML4/ACTR3/RRS1/CDCA8/NUP62/AURKB/CHMP1A/VPS4A/MLH1/CENPE/SPAG5/KPNB1/NUF2/CDC23/KIF14/KIF22/HNRNPU/ATM/CHMP2A/ACTR2/CUL3/NUDC/CENPF" 36
"GO:0031349" "BP" "GO:0031349" "positive regulation of defense response" "100/2723" "361/18862" 3.07819801029296e-11 5.54526990534594e-10 3.30862338997996e-10 "APP/TGM2/HMGB1/PSMC6/PSMA7/PSMD10/EP300/UBE2K/TAB1/XRCC6/CHUK/PSMB7/TRAF6/HSP90AA1/NONO/TLR4/TAC1/PSMA4/JAK2/CREBBP/PSMA3/LYN/SRC/PRKDC/TAB3/SNCA/IL2/HMGB2/FYN/IKBKG/POLR3B/NFKBIA/CD81/LAMP1/PVR/BTK/CX3CL1/RPS19/IL1B/TNF/PARK7/TOMM70/PSMA1/PSMB2/PSMA2/MAPK3/PSMC2/RIPK1/SNX4/PSMC5/CGAS/XRCC5/KARS1/NFKB1/PSMD14/IL6/MATR3/MEF2C/PSMA5/PSMA6/EGFR/SKP1/IKBKB/PSMC3/IRF3/TRIM5/ABCC1/PDCD4/RBM14/PYHIN1/CD1D/PSMD2/NOD2/HEXIM1/PRKACA/HRAS/PSMB6/TBK1/AP1G1/DHX9/LRRK2/FBXW11/WNT5A/PAK2/PSMD1/LSM14A/PSMD7/F2RL1/PSMD4/KRAS/PSME3/PSMD8/PSMB3/RAF1/PTGS2/NRAS/VAMP8/IKBKE/IFI16/PSMB4" 100
"GO:0009260" "BP" "GO:0009260" "ribonucleotide biosynthetic process" "63/2723" "188/18862" 3.10376903475294e-11 5.57498631008401e-10 3.32635388704516e-10 "ATP6/GART/ATP5F1A/ATP5PO/PDHA1/ATP5ME/ATP5F1C/ATP5F1E/ATP5PF/SCD5/PRPS2/SCD/PDHA2/ACACA/ADCY2/SLC25A1/ADSL/ACSL4/PRKAG2/ATP5MGL/HPRT1/ACSBG1/STOML2/SLC25A13/ENO1/VCP/ACSL1/ATP6V1A/IL4/ACSL5/GMPS/ATP6V0C/NME2/ATIC/ATP5F1B/NME1/TECR/UCK2/DLD/TGFB1/PKM/ADCY5/DHODH/IMPDH2/ADCY6/ACSBG2/PKLR/PDHB/ATP5F1D/ATP5MG/ATP5PD/NPPB/FASN/ACACB/ACSL3/UMPS/ACLY/DGUOK/PPT1/DCAKD/PARP1/CAD/ATP5PB" 63
"GO:0035966" "BP" "GO:0035966" "response to topologically incorrect protein" "67/2723" "206/18862" 3.36037124485215e-11 6.01826614703121e-10 3.59083984748797e-10 "HSPH1/EP300/KDELR3/ARFGAP1/SSR1/DNAJA1/SEC31A/TOR1A/HSP90AA1/HSP90AB1/DDX11/CCL2/HSPA4L/CLU/HSPA8/EIF2S1/HSPA14/ATF4/GOSR2/STT3B/UGGT2/HSPA5/YIF1A/VCP/HSPB1/HSPA2/SYVN1/HSPA1L/HSPA1A/HSPA1B/FKBP14/DERL1/FAF2/DAB2IP/AMFR/NCK1/COPS5/SERP1/SELENOS/ERMP1/TMED2/ERP44/WFS1/AUP1/DNAJB1/PDIA6/TBL2/GET3/HSPA9/UBE2W/CANX/CALR/HSPE1/HSPD1/HYOU1/RACK1/ATP6V0D1/HSPA4/CCND1/BCL2L11/MFN2/HSPA6/EIF2AK3/CUL3/LMNA/SHC1/EDEM3" 67
"GO:0000302" "BP" "GO:0000302" "response to reactive oxygen species" "71/2723" "224/18862" 3.37015066674058e-11 6.01826614703121e-10 3.59083984748797e-10 "ADA/FOS/MAP1LC3A/MAPK1/EDN1/SOD1/TXN/CAT/MMP9/PCNA/ROMO1/CHUK/APEX1/HMOX1/GCH1/NME8/HDAC2/HGF/PRDX3/BECN1/ZNF277/ABL1/SRC/FXN/RPS3/MMP2/FYN/FBLN5/CCNA2/SIGMAR1/NOS3/FKBP1B/BTK/TPM1/AKT1/PARK7/CASP3/ENDOG/HIF1A/DHFR/MET/MAPK3/RIPK1/PPIF/ERCC6/IL6/SIRT1/EZH2/ADAM9/EGFR/GSTP1/CCS/PRDX2/MYB/MMP3/LRRK2/MAPT/ECT2/KDM6B/RACK1/LDHA/APOE/GPX1/CDK2/COL1A1/DNM2/EEF2/PLK3/TRA2B/JUN/PRDX1" 71
"GO:0032092" "BP" "GO:0032092" "positive regulation of protein binding" "37/2723" "83/18862" 3.48936355930085e-11 6.21308995501018e-10 3.70708281113213e-10 "APP/PSEN1/EP300/MAPRE1/TRIM21/MMP9/FKBP1A/HSP90AB1/BDNF/TCF7L2/TERT/ABL1/MARK3/HIPK2/CDK5/LRP1/PPP2CA/IDE/DERL1/CAV1/RALB/AMFR/ANXA2/FLOT1/PIN1/HIP1R/ACE/NMD3/LRRK2/WNT5A/PLK2/GSK3B/RPL11/APOE/RAN/PLXND1/NVL" 37
"GO:0006303" "BP" "GO:0006303" "double-strand break repair via nonhomologous end joining" "41/2723" "98/18862" 3.67870107570221e-11 6.5312892219765e-10 3.89693859008065e-10 "HMGB1/XRCC6/PRPF19/POLA1/KDM2A/UBE2V2/BRCA1/PRKDC/HMGB2/UBE2N/BRCC3/MRE11/TP53BP1/H4C1/H4C4/NSD2/BARD1/H4C13/ERCC6/XRCC5/PSMD14/KAT5/H4C6/H4C3/RNF168/H4C8/MLH1/H4C11/H4C12/HMGA2/HERC2/H4C2/H4C5/H4C9/SIRT7/ATM/RIF1/H4-16/SUMO1/H4C15/H4C14" 41
"GO:0006310" "BP" "GO:0006310" "DNA recombination" "87/2723" "299/18862" 3.71110287675196e-11 6.56982852215772e-10 3.91993332833318e-10 "RBBP8/FANCB/HMGB1/WAS/YY1/HMGB3/RPA3/XRCC6/RAD51/CDC45/NONO/APEX1/MCM5/SAMHD1/ARID2/MCM3/BRCA1/BRCA2/MCM4/H1-0/MSH2/FOXP3/PRKDC/NIPBL/IL2/EXOSC3/HMGB2/UBE2N/MORF4L1/SMC5/MCM7/RAD54B/MRE11/TP53BP1/MCRS1/SMARCAD1/FEN1/UBR2/ENDOG/NSD2/TOP2A/MCM6/PPP4C/FUS/CGAS/RUVBL1/H1-5/ERCC6/XRCC5/RPA1/PSMD14/IL4/MCMDC2/BCL6/RNF168/RECQL5/TERF2/MLH1/RUVBL2/SUPT6H/KPNA2/ACTL6A/TGFB1/TPRKB/ALYREF/TFRC/RECQL/HSPD1/CDC7/TRIP13/ATM/ERCC2/BRIP1/RIF1/RPA2/DCAF1/TOP2B/MCM2/SETD2/PARP1/KPNA1/UCHL5/ACTR2/MSH6/EXO1/KDM1A/RAD54L" 87
"GO:0071347" "BP" "GO:0071347" "cellular response to interleukin-1" "61/2723" "180/18862" 3.74898491308157e-11 6.61782020720117e-10 3.94856789696008e-10 "PSMC6/PSMA7/PSMD10/YY1/RBX1/EDN1/TOLLIP/TAB1/IRAK1/RBMX/CHUK/PSMB7/TRAF6/MAPK11/CCL2/PSMA4/PSMA3/TAB3/IKBKG/UBE2N/NFKBIA/CX3CL1/IL1B/HIF1A/PSMA1/PSMB2/PSMA2/MAPK3/PSMC2/PSMC5/DAB2IP/SOX9/NFKB1/PSMD14/SQSTM1/TFPI/IL6/PSMA5/PSMA6/SKP1/IKBKB/PSMC3/IRAK2/PSMD2/NOD2/MYD88/UPF1/PSMB6/FBXW11/PSMD1/PSMD7/UBA52/PSMD4/UBC/UBB/RPS27A/PSME3/PSMD8/PSMB3/RC3H1/PSMB4" 61
"GO:1903793" "BP" "GO:1903793" "positive regulation of anion transport" "123/2723" "478/18862" 3.76481483489414e-11 6.62672135551712e-10 3.95387882826162e-10 "YWHAB/PCNT/GTSE1/AKAP5/PSEN1/IPO5/MAPK1/EDN1/ANP32B/ANK3/STOM/TMED10/FLNA/HSP90AB1/TCF7L2/TLR4/CD2AP/TAC1/PCK2/PON1/TERT/JAK2/JUP/FBXW7/ACSL4/CPSF6/LEP/INSR/SRC/HUWE1/ATF4/GOLPH3/FYN/NUTF2/OSBPL8/YWHAZ/GPLD1/STXBP1/INS/NFKBIA/CD81/UBR5/RIOK2/CDK5/LRP1/AKT1/BRAF/IL1B/TNF/YWHAG/ACSL1/HIF1A/HSPA1L/ITGB1/KIF20B/CAV1/DRD4/SAE1/ABCB1/PPIA/SNX4/IGF1/AKT2/PDCD5/PLA2R1/PPID/GLI3/DYNLL1/VPS28/ANXA2/AIMP1/ITGAM/ACSL5/ACHE/GLUD1/TP53/SIRT3/SIRT1/SMAD3/ARF6/GCK/ADAM9/EGFR/UBL5/ADIPOQ/CSNK2A2/CLN3/APOA1/TPR/TOMM7/MYB/CDH1/PRKACA/TGFB1/HRAS/RHOU/CFTR/EZR/DHX9/ERBB2/RNASEL/HTRA2/GSK3B/ECT2/HDAC3/RACK1/DNM1L/APOE/YWHAE/VPS11/F2RL1/PTPN23/PTPN11/PLK3/ACSL3/RAN/TRIM28/NCBP2/KHDRBS1/TARDBP/VAMP8/CDC42/SFN" 123
"GO:0019827" "BP" "GO:0019827" "stem cell population maintenance" "53/2723" "146/18862" 3.82468413787812e-11 6.71286704542437e-10 4.00527824604259e-10 "SMAD2/LDB2/CDH2/CUL4A/METTL14/SMC1A/POLR2F/YAP1/POLR2E/MED12/FGF2/NIPBL/POLR2L/ZFP36L2/METTL3/POLR2B/SMC5/ZC3H13/POLR2C/MED30/CTNNB1/GNL3/POLR2G/CTR9/SRRT/EIF4E/SOX9/SOX2/EPHA1/WDR43/BMPR1A/SMC3/RBPJ/GATA2/KLF10/KDM3A/DIS3L2/HMGA2/CNOT1/STAT3/POLR2J/DDX6/POLR2I/CNOT3/CDC73/KDM2B/RIF1/POLR2D/KAT2A/ELAVL1/POLR2H/RAF1/LIN28A" 53
"GO:0018107" "BP" "GO:0018107" "peptidyl-threonine phosphorylation" "46/2723" "118/18862" 4.50524099750476e-11 7.88293761399222e-10 4.7034088902081e-10 "APP/ROCK1/DYRK1A/MAPK1/UBE2K/EGF/TGFBR1/CSNK2A1/AXIN1/TTK/PRKDC/HIPK2/PRKCA/PRKAG2/VRK1/PPP2R5D/CDK5/AKT1/MTOR/CSNK2B/TGFBR2/DYRK2/PLK1/HIPK1/CDK1/MARK2/ACVR1B/CSNK2A2/EIF4G1/CIT/MAP2K1/PRKACA/TGFB1/TBK1/LRRK2/WNT5A/GSK3B/CAMK2A/DYRK1B/DYRK4/DCAF1/ACVR1/ROCK2/CALM2/CAD/CDC42BPA" 46
"GO:0046031" "BP" "GO:0046031" "ADP metabolic process" "47/2723" "122/18862" 4.51700153040088e-11 7.88293761399222e-10 4.7034088902081e-10 "APP/RAE1/PSEN1/EP300/OGT/NUP58/NUP88/PGK2/EIF6/NUP155/PGK1/INSR/PRKAG2/INS/NUP37/HK2/ENO1/GPI/NUP210/GAPDHS/HIF1A/PFKP/HK1/IGF1/ACTN3/PGM2L1/ENO2/TPI1/NUP54/NUP214/NUP98/TIGAR/NUP62/GCK/SEC13/GAPDH/OGDH/TPR/NUP85/PKM/LDHA/GALK1/PKLR/PRKAG1/ARNT/HDAC4/RANBP2" 47
"GO:0090305" "BP" "GO:0090305" "nucleic acid phosphodiester bond hydrolysis" "88/2723" "305/18862" 4.68155083342867e-11 8.14695942485901e-10 4.86093931772734e-10 "XRN2/RBBP8/HMGB1/RPS21/RFC3/RPP38/RBX1/DIS3/HELZ2/NCBP1/RPA3/BMS1/CUL4A/PCNA/CSTF2/CSTF2T/APEX1/DICER1/SAMHD1/NOP9/CPSF6/H1-0/CPSF3/EXOSC3/HMGB2/CPSF2/NOB1/EXOSC8/MRE11/EXOSC7/UTP20/FEN1/REXO2/RFC5/RRS1/CASP3/ENDOG/AGO1/AGO2/POP4/PLD3/POLR1H/RPA1/CPSF1/BOP1/IL6/EXOSC4/EXOSC2/DDB1/CPSF7/NHP2/DIS3L2/GTF2H5/NUDT16/CNOT6L/UTP23/DIS3L/TSR1/RNASEH2A/KPNB1/AGO3/CNOT1/G3BP1/KRI1/REXO5/NUDT21/RNASEL/XRN1/DDX1/POLR2I/UBA52/TBL3/ERCC2/POLR3K/RFC4/UBC/POLD1/RPA2/UBB/RPS27A/EXOSC5/NCBP2/PARP1/KPNA1/EXOSC10/EXO1/CHD1L/MOV10" 88
"GO:0051306" "BP" "GO:0051306" "mitotic sister chromatid separation" "32/2723" "66/18862" 4.80831255778684e-11 8.34391639618209e-10 4.9784550479375e-10 "CDC16/UBE2C/MAD2L1/NDC80/CDC6/BUB3/CDC27/TTK/FBXO5/ANAPC5/CDT1/RIOK2/CCNB1/BUB1B/ANAPC4/PTTG1/ANAPC1/PLK1/AURKB/CDK5RAP2/KNTC1/ESPL1/CENPE/DIS3L2/TPR/CDC23/TRIP13/ATM/BUB1/CDC20/CUL3/CENPF" 32
"GO:0031050" "BP" "GO:0031050" "dsRNA processing" "29/2723" "56/18862" 4.95988238832312e-11 8.55858357063733e-10 5.10653769253137e-10 "SMAD2/DICER1/TERT/ZC3H7A/METTL3/TNF/AGO4/AGO1/AGO2/RIPK1/SNIP1/SRRT/HNRNPA2B1/IL6/TP53/SMAD3/EGFR/MAP2K1/AGO3/DDX5/TGFB1/STAT3/ESR1/TARBP2/PUM2/MAP2K2/ZMPSTE24/PUM1/LIN28A" 29
"GO:0070918" "BP" "GO:0070918" "production of small RNA involved in gene silencing by RNA" "29/2723" "56/18862" 4.95988238832312e-11 8.55858357063733e-10 5.10653769253137e-10 "SMAD2/DICER1/TERT/ZC3H7A/METTL3/TNF/AGO4/AGO1/AGO2/RIPK1/SNIP1/SRRT/HNRNPA2B1/IL6/TP53/SMAD3/EGFR/MAP2K1/AGO3/DDX5/TGFB1/STAT3/ESR1/TARBP2/PUM2/MAP2K2/ZMPSTE24/PUM1/LIN28A" 29
"GO:0051304" "BP" "GO:0051304" "chromosome separation" "40/2723" "95/18862" 5.00695415049755e-11 8.61560766008584e-10 5.14056150730723e-10 "CDC16/UBE2C/MAD2L1/CSNK2A1/NDC80/CDC6/BUB3/CDC27/TTK/FBXO5/ANAPC5/CDT1/RIOK2/CCNB1/BUB1B/SMARCAD1/ANAPC4/TOP2A/PTTG1/ANAPC1/PLK1/AURKB/CDK5RAP2/RECQL5/KNTC1/MLH1/CSNK2A2/ESPL1/CENPE/DIS3L2/TPR/CDC23/TRIP13/ATM/BUB1/CHFR/TOP2B/CDC20/CUL3/CENPF" 40
"GO:0042493" "BP" "GO:0042493" "response to drug" "99/2723" "359/18862" 5.10266935901496e-11 8.75578152861143e-10 5.22419720908265e-10 "CYTB/ADA/OTC/MAOB/FOS/SLC19A1/EDN1/SOD1/DNMT3B/CAT/TOP1/RAD51/CHUK/ACTC1/PLIN2/APEX1/HSP90AB1/TFAP2B/HMOX1/CDK9/HDAC2/SLC6A3/NOS2/PPP1R12A/BECN1/RAP2A/LYN/ADAM17/SRC/PDE4A/PRKAR2B/FYN/TXN2/ADAM10/GPLD1/MCM7/RAD54B/CCNB1/HSPA5/HMGCS1/IL1B/CTNNB1/CASP3/ACSL1/CPT1A/UQCRC2/CXCR4/CDK4/ASS1/ABCB1/TGFBR2/GNA12/ALDH3A1/DRD1/XRCC5/BCHE/TP53/ABCD3/ABCA2/CREB1/ATR/GGH/MEF2C/EFTUD2/PTEN/EGFR/TENT4A/RECQL5/SORD/ADIPOQ/UGT1A1/ABCC1/NME1/APOA1/HMGA2/CDH1/LOX/PHB/REN/DHODH/CALR/TFRC/LDHA/ATP1A1/COL1A1/CCND1/NOS1/EEF2/PPARG/ACACB/UMPS/JUN/LCK/HDAC4/DNMT3A/CAD/CENPF/RAD54L/MTHFR" 99
